name,email,password,district,specializationName,availability,bio,qualifications,languages,experienceYears,location,photoUrl,verificationStatus
"Dr. Sreeja Pillai",sreeja.pillai@email.com,hashed_password_placeholder,Kannur,Neurologist,"[]","Availability: By Appointment. Focuses on pediatric neurology and developmental disorders. A dedicated specialist serving the children of Kannur.","MBBS, DNB (Neurology)","Malayalam, English",10,"11.8775,75.3670","https://example.com/photos/sreeja_pillai.jpg",Approved
"Dr. Surendran P",surendran.p@email.com,hashed_password_placeholder,Kannur,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]}]","A highly experienced orthopedic surgeon in Kannur, specializing in trauma, spine surgery, and joint replacements.","MBBS, MS (Orthopedics)","Malayalam, English",29,"11.8725,75.3700","https://example.com/photos/surendran_p.jpg",Approved
"Dr. Nisha Ummer",nisha.ummer@email.com,hashed_password_placeholder,Kannur,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""16:00"",""endTime"":""19:00""}]}]","Specializes in arthroscopy and sports medicine. A popular orthopedic consultant among athletes in Kannur.","MBBS, D-Ortho, DNB (Orthopedics)","Malayalam, English",11,"11.8755,75.3730","https://example.com/photos/nisha_ummer.jpg",Approved
"Dr. Dinesh Kumar",dinesh.kumar@email.com,hashed_password_placeholder,Kannur,Dermatologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]}]","A renowned dermatologist in Kannur, offering advanced treatments for both clinical and cosmetic skin conditions.","MBBS, MD (Dermatology)","Malayalam, English",18,"11.8740,75.3710","https://example.com/photos/dinesh_kumar.jpg",Approved
"Dr. Ashwathy Nair",ashwathy.nair@email.com,hashed_password_placeholder,Kannur,Dermatologist,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]}]","Focuses on managing chronic skin diseases like psoriasis and vitiligo. Known for her patient-centric approach in Kannur.","MBBS, DDVL","Malayalam, English",8,"11.8780,75.3690","https://example.com/photos/ashwathy_nair.jpg",Approved
"Dr. P.K. Gopinath",pk.gopinath@email.com,hashed_password_placeholder,Kannur,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]}]","A veteran pediatrician in Kannur, deeply trusted by the community for his exceptional care and experience.","MBBS, DCH","Malayalam, English",32,"11.8735,75.3695","https://example.com/photos/pk_gopinath.jpg",Approved
"Dr. Fathima Ashraf",fathima.ashraf@email.com,hashed_password_placeholder,Kannur,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]}]","Specializes in neonatology and infant care. A modern and knowledgeable pediatrician serving the new parents of Kannur.","MBBS, MD (Pediatrics)","Malayalam, English",9,"11.8765,75.3715","https://example.com/photos/fathima_ashraf.jpg",Approved
"Dr. Vinod Rai",vinod.rai@email.com,hashed_password_placeholder,Kasaragod,Cardiologist,"[]","Availability: By Appointment. A visiting cardiologist providing essential heart care services in Kasaragod, focusing on early diagnosis and management.","MBBS, DNB (Cardiology)","Malayalam, English, Kannada, Tulu",16,"12.5077,74.9841","https://example.com/photos/vinod_rai.jpg",Approved
"Dr. Shruthi Shetty",shruthi.shetty@email.com,hashed_password_placeholder,Kasaragod,Cardiologist,"[{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]}]","Availability: Every Saturday. Holds a weekly cardiology clinic in Kasaragod, specializing in hypertension and lifestyle disease management.","MBBS, MD (General Medicine)","Malayalam, English, Kannada",10,"12.5090,74.9820","https://example.com/photos/shruthi_shetty.jpg",Approved
"Dr. Mahesh Hegde",mahesh.hegde@email.com,hashed_password_placeholder,Kasaragod,Neurologist,"[]","Availability: 1st and 3rd Friday of the month. Provides neurological consultations in Kasaragod, managing patients with epilepsy, stroke, and other nerve disorders.","MBBS, DM (Neurology)","Malayalam, English, Kannada",15,"12.5060,74.9855","https://example.com/photos/mahesh_hegde.jpg",Approved
"Dr. Ramya Pai",ramya.pai@email.com,hashed_password_placeholder,Kasaragod,Neurologist,"[]","Availability: Teleconsultation available. Offers expert neurological advice via teleconsultation, bridging the care gap for patients in the Kasaragod district.","MBBS, DNB (Neurology)","Malayalam, English, Konkani",8,"12.5105,74.9810","https://example.com/photos/ramya_pai.jpg",Approved
"Dr. Uday Shankar",uday.shankar@email.com,hashed_password_placeholder,Kasaragod,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]}]","A resident orthopedic surgeon in Kasaragod, handling a high volume of trauma cases and bone-related ailments.","MBBS, MS (Orthopedics)","Malayalam, English, Kannada",21,"12.5055,74.9830","https://example.com/photos/uday_shankar.jpg",Approved
"Dr. Vidya Kamath",vidya.kamath@email.com,hashed_password_placeholder,Kasaragod,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""14:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""14:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""14:00""}]}]","Focuses on non-surgical orthopedics and pain management, providing crucial services to the people of Kasaragod.","MBBS, D-Ortho","Malayalam, English, Tulu",12,"12.5085,74.9860","https://example.com/photos/vidya_kamath.jpg",Approved
"Dr. Abdul Latheef",abdul.latheef@email.com,hashed_password_placeholder,Kasaragod,Dermatologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]}]","A well-established dermatologist in Kasaragod, treating a wide variety of skin and hair conditions.","MBBS, MD (Dermatology)","Malayalam, English",17,"12.5070,74.9845","https://example.com/photos/abdul_latheef.jpg",Approved
"Dr. Geetha Prabhu",geetha.prabhu@email.com,hashed_password_placeholder,Kasaragod,Dermatologist,"[{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]}]","Availability: Every Wednesday. A visiting consultant dermatologist offering specialized skin care services and cosmetic procedures in Kasaragod.","MBBS, DDVL","Malayalam, English, Konkani",9,"12.5098,74.9815","https://example.com/photos/geetha_prabhu.jpg",Approved
"Dr. Moidu Haji",moidu.haji@email.com,hashed_password_placeholder,Kasaragod,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""16:00"",""endTime"":""19:00""}]}]","A senior and respected pediatrician in Kasaragod, known for his clinical expertise and commitment to child health.","MBBS, DCH","Malayalam, English, Beary",30,"12.5065,74.9825","https://example.com/photos/moidu_haji.jpg",Approved
"Dr. Poornima Rao",poornima.rao@email.com,hashed_password_placeholder,Kasaragod,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]}]","A dedicated pediatrician focusing on newborn care and immunization programs in the Kasaragod district.","MBBS, MD (Pediatrics)","Malayalam, English, Kannada, Tulu",8,"12.5110,74.9850","https://example.com/photos/poornima_rao.jpg",Approved
